0.23077,0.26667,0.46667,0.3125,0.46667,0.57895,0.58824,0.5,0.53846,0.29412,0.088235,0.52941,0,0.27778,0.43333,0.46667,0.60714,0.375,0,0.61111,0.3125,0.66667,0,0.35714,0.5,0.33333,0.53571,0.29412,0.026316,0.33333,0.43333,0,0.071429,0.3,0.38235,0,0.13333,0,0.14286,0.55882,0.052632,0.34615,0
0.44737,0.91176,0.55882,0.4375,0.70588,0.19231,0.53333,0.65625,0.42105,0.7,0.16667,0.66667,0.03125,0.39286,0.5,0.55882,0.61111,0.53125,0,0.57143,0.4375,0.46429,0.083333,0.36111,0.375,0.5,0.44444,0.23333,0.076923,0.64706,0.52941,0.05,0.22222,0.5,0.53333,0.038462,0.35294,0,0.69444,0.46667,0.15385,0.42105,0.125
0.2166,0.6451,0.092157,0.125,0.23922,-0.38664,-0.054902,0.15625,-0.11741,0.40588,0.078431,0.13725,0.03125,0.11508,0.066667,0.092157,0.0039683,0.15625,0,-0.039683,0.125,-0.20238,0.083333,0.0039683,-0.125,0.16667,-0.09127,-0.060784,0.050607,0.31373,0.096078,0.05,0.15079,0.2,0.15098,0.038462,0.21961,0,0.55159,-0.092157,0.10121,0.074899,0.125
0.09375,0.080645,0.48438,0.096774,0.125,0.080645,0.046875,0.015625,0.09375,0.09375,0.20313,0.15625,0.28125,0.09375,0.066667,0.078125,0.0625,0.0625,0.1875,0.3125,0.032258,0.29032,0.14516,0.25,0.14063,0.14516,0.016129,0.10938,0.28333,0.14063,0.080645,0.16129,0.17742,0.066667,0.03125,0.32813,0.1875,0.32258,0.23438,0.064516,0.25,0.046875,0.09375
0.14063,0.39063,0.32813,0.09375,0.17188,0.125,0.078125,0.03125,0.23438,0.10938,0.18333,0.17188,0.42188,0.048387,0.078125,0.1129,0.45,0.15625,0.09375,0.35938,0.17188,0.33871,0.20313,0.17742,0.1875,0.25,0.09375,0.125,0.23438,0.3125,0.17742,0.28125,0.20313,0.09375,0,0.1875,0.14063,0.32813,0.25806,0.10938,0.17188,0.046875,0.23438
0.046875,0.30998,-0.15625,-0.0030242,0.046875,0.044355,0.03125,0.015625,0.14063,0.015625,-0.019792,0.015625,0.14063,-0.045363,0.011458,0.034778,0.3875,0.09375,-0.09375,0.046875,0.13962,0.048387,0.057964,-0.072581,0.046875,0.10484,0.077621,0.015625,-0.048958,0.17188,0.096774,0.11996,0.025706,0.027083,-0.03125,-0.14063,-0.046875,0.0055444,0.02369,0.044859,-0.078125,0,0.14063
0.79688,0.54688,0.54688,0.8125,0.70313,0.84375,0.85938,0.84375,0.67188,0.82813,0.79688,0.73438,0.64063,0.82813,0.82813,0.84375,0.53125,0.8125,0.78125,0.60938,0.70313,0.60938,0.64063,0.73438,0.75,0.75,0.875,0.8125,0.64063,0.6875,0.79688,0.75,0.70313,0.875,0.90625,0.75,0.79688,0.60938,0.78125,0.76563,0.70313,0.85938,0.67188
0.84375,0.64063,0.59375,0.875,0.75,0.70313,0.90625,0.89063,0.71875,0.84375,0.76563,0.70313,0.65625,0.89063,0.85938,0.78125,0.84375,0.875,0.78125,0.71875,0.76563,0.6875,0.64063,0.75,0.625,0.78125,0.92188,0.8125,0.64063,0.5625,0.79688,0.73438,0.67188,0.90625,0.73438,0.75,0.76563,0.60938,0.85938,0.78125,0.71875,0.85938,0.70313
0.84375,0.82813,0.48438,0.875,0.75,0.6875,0.89063,0.85938,0.70313,0.90625,0.8125,0.71875,0.65625,0.875,0.82813,0.79688,0.84375,0.90625,0.78125,0.75,0.78125,0.60938,0.64063,0.70313,0.71875,0.76563,0.92188,0.82813,0.64063,0.70313,0.90625,0.73438,0.71875,0.78125,0.79688,0.75,0.78125,0.60938,0.79688,0.78125,0.6875,0.84375,0.71875
0.82813,0.76563,0.60938,0.89063,0.76563,0.79688,0.90625,0.9375,0.71875,0.9375,0.78125,0.73438,0.65625,0.89063,0.84375,0.84375,0.85938,0.89063,0.78125,0.71875,0.73438,0.60938,0.64063,0.78125,0.73438,0.79688,0.9375,0.89063,0.64063,0.70313,0.89063,0.73438,0.71875,0.85938,0.85938,0.75,0.8125,0.60938,0.84375,0.75,0.70313,0.89063,0.71875
