filename,subjectID,date,time,Condition,c_repeatagree3plus,n_game,p_hi_13_1,p_hi_13_2,p_lm_13_1,p_lm_13_2,p_lm_22_1,p_lm_22_2,p_lm_1,p_lm_2,p_rp_1,p_rp_2,p_inconsistent_13_1,p_inconsistent_13_2,p_inconsistent_22_1,p_inconsistent_22_2,p_inconsistent_1,p_inconsistent_2,Pattern_p_hi_h1_1,Pattern_p_hi_h1_2,Pattern_p_hi_h1_3,Pattern_p_hi_h1_4,Pattern_p_hi_h1_5,Pattern_p_hi_h1_6,Pattern_p_hi_h1_7,Pattern_p_lm_h1_1,Pattern_p_lm_h1_2,Pattern_p_lm_h1_3,Pattern_p_lm_h1_4,Pattern_p_lm_h1_5,Pattern_p_lm_h1_6,Pattern_p_lm_h1_7,Pattern_p_rp_h1_1,Pattern_p_rp_h1_2,Pattern_p_rp_h1_3,Pattern_p_rp_h1_4,Pattern_p_rp_h1_5,Pattern_p_rp_h1_6,Pattern_p_rp_h1_7,all_RT_h1_ 1,all_RT_h1_ 2,all_RT_h1_ 3,all_RT_h1_ 4,all_RT_h1_ 5,all_RT_h1_ 6,all_RT_h1_ 7,all_RT_h1_ 8,all_RT_h1_ 9,all_RT_h1_10,all_p_ac_h1_ 1,all_p_ac_h1_ 2,all_p_ac_h1_ 3,all_p_ac_h1_ 4,all_p_ac_h1_ 5,all_p_ac_h1_ 6,all_p_ac_h1_ 7,all_p_ac_h1_ 8,all_p_ac_h1_ 9,all_p_ac_h1_10,all_p_hi_h1_ 1,all_p_hi_h1_ 2,all_p_hi_h1_ 3,all_p_hi_h1_ 4,all_p_hi_h1_ 5,all_p_hi_h1_ 6,all_p_hi_h1_ 7,all_p_hi_h1_ 8,all_p_hi_h1_ 9,all_p_hi_h1_10,all_p_lm_h1_ 1,all_p_lm_h1_ 2,all_p_lm_h1_ 3,all_p_lm_h1_ 4,all_p_lm_h1_ 5,all_p_lm_h1_ 6,all_p_lm_h1_ 7,all_p_lm_h1_ 8,all_p_lm_h1_ 9,all_p_lm_h1_10,all_p_rp_h1_ 1,all_p_rp_h1_ 2,all_p_rp_h1_ 3,all_p_rp_h1_ 4,all_p_rp_h1_ 5,all_p_rp_h1_ 6,all_p_rp_h1_ 7,all_p_rp_h1_ 8,all_p_rp_h1_ 9,all_p_rp_h1_10,n_game_h1,Pattern_p_hi_h6_1,Pattern_p_hi_h6_2,Pattern_p_hi_h6_3,Pattern_p_hi_h6_4,Pattern_p_hi_h6_5,Pattern_p_hi_h6_6,Pattern_p_hi_h6_7,Pattern_p_lm_h6_1,Pattern_p_lm_h6_2,Pattern_p_lm_h6_3,Pattern_p_lm_h6_4,Pattern_p_lm_h6_5,Pattern_p_lm_h6_6,Pattern_p_lm_h6_7,Pattern_p_rp_h6_1,Pattern_p_rp_h6_2,Pattern_p_rp_h6_3,Pattern_p_rp_h6_4,Pattern_p_rp_h6_5,Pattern_p_rp_h6_6,Pattern_p_rp_h6_7,all_RT_h6_ 1,all_RT_h6_ 2,all_RT_h6_ 3,all_RT_h6_ 4,all_RT_h6_ 5,all_RT_h6_ 6,all_RT_h6_ 7,all_RT_h6_ 8,all_RT_h6_ 9,all_RT_h6_10,all_p_ac_h6_ 1,all_p_ac_h6_ 2,all_p_ac_h6_ 3,all_p_ac_h6_ 4,all_p_ac_h6_ 5,all_p_ac_h6_ 6,all_p_ac_h6_ 7,all_p_ac_h6_ 8,all_p_ac_h6_ 9,all_p_ac_h6_10,all_p_hi_h6_ 1,all_p_hi_h6_ 2,all_p_hi_h6_ 3,all_p_hi_h6_ 4,all_p_hi_h6_ 5,all_p_hi_h6_ 6,all_p_hi_h6_ 7,all_p_hi_h6_ 8,all_p_hi_h6_ 9,all_p_hi_h6_10,all_p_lm_h6_ 1,all_p_lm_h6_ 2,all_p_lm_h6_ 3,all_p_lm_h6_ 4,all_p_lm_h6_ 5,all_p_lm_h6_ 6,all_p_lm_h6_ 7,all_p_lm_h6_ 8,all_p_lm_h6_ 9,all_p_lm_h6_10,all_p_rp_h6_ 1,all_p_rp_h6_ 2,all_p_rp_h6_ 3,all_p_rp_h6_ 4,all_p_rp_h6_ 5,all_p_rp_h6_ 6,all_p_rp_h6_ 7,all_p_rp_h6_ 8,all_p_rp_h6_ 9,all_p_rp_h6_10,n_game_h6,p_ac,n_c10_correct,pvalue_ac
TMS_behavior_114_20190218T112333.mat,114,20190218,11:23:33,young,NaN,128,0.382352941176471,0.766666666666667,0.147058823529412,0.433333333333333,0.178571428571429,0.411764705882353,0.161290322580645,0.421875,0.421875,0.640625,0.0588235294117647,0.2,0.266666666666667,0.352941176470588,0.15625,0.28125,0.75,NaN,NaN,0.3125,NaN,0,0.5,0,0.2,0.333333333333333,0.1875,0.0833333333333333,0.333333333333333,0,0.75,0.6,0.666666666666667,0.3125,0.285714285714286,0,0.5,0.484157293612952,0.36139742190062,0.384594878116332,0.495687495316815,0.967738304538216,NaN,NaN,NaN,NaN,NaN,0.625,0.375,0.53125,0.5625,0.796875,NaN,NaN,NaN,NaN,NaN,NaN,0.625,0.833333333333333,0.53125,0.382352941176471,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4,0.413793103448276,0.161290322580645,NaN,NaN,NaN,NaN,NaN,NaN,0.625,0.65625,0.40625,0.421875,1,1,1,1,1,64,0.75,NaN,NaN,1,NaN,0.5,1,0.75,0.666666666666667,0.363636363636364,0.5,0.333333333333333,0.166666666666667,0.666666666666667,0.75,0.333333333333333,0.909090909090909,1,0.333333333333333,0.5,0,0.481115823611617,0.347340593900299,0.353527408911759,0.377911740630225,0.595891392185877,0.584709735005163,0.480417860606394,0.339620296570502,0.276382729538454,0.252093625298585,0.34375,0.59375,0.53125,0.625,0.484375,0.625,0.65625,0.71875,0.734375,0.84375,NaN,0.625,0.75,0.625,0.766666666666667,0.65625,0.444444444444444,0.375,0.386363636363636,0.28125,NaN,NaN,0.421052631578947,0.413793103448276,0.421875,0.453125,0.274193548387097,0.3125,0.265625,0.140625,NaN,0.625,0.75,0.71875,0.640625,0.796875,0.59375,0.4375,0.515625,0.390625,64,0.84375,54,9.98249105599314e-09
TMS_behavior_115_20190219T120110.mat,115,20190219,12:01:10,young,NaN,128,0.666666666666667,0.617647058823529,0.133333333333333,0.40625,0.176470588235294,0.2,0.15625,0.306451612903226,0.71875,0.796875,0.133333333333333,0.294117647058824,0.117647058823529,0.133333333333333,0.125,0.21875,0.625,NaN,NaN,0.666666666666667,NaN,0.75,0.5,0.375,0.416666666666667,0,0,0.0714285714285714,0.0833333333333333,0,0.625,0.916666666666667,0.75,0.666666666666667,0.642857142857143,0.75,0.5,0.594131800004106,0.494884111245483,0.515181424700131,0.534502356698795,2.17199757483468,NaN,NaN,NaN,NaN,NaN,0.5,0.46875,0.59375,0.40625,0.78125,NaN,NaN,NaN,NaN,NaN,NaN,0.53125,0.866666666666667,0.59375,0.666666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.294117647058824,0.633333333333333,0.15625,NaN,NaN,NaN,NaN,NaN,NaN,0.53125,0.625,0.5625,0.71875,1,1,1,1,1,64,0.785714285714286,NaN,NaN,0.666666666666667,NaN,0.625,0.166666666666667,0.5,0.5,0,0,0.3,0.625,0.25,0.785714285714286,0.833333333333333,1,0.666666666666667,0.7,0.625,0.833333333333333,0.617934421101381,0.459375336100493,0.473884357641509,0.46706476140389,1.54022165344213,0.974597806714883,0.686416005464707,0.574435567661567,0.449680248613731,0.601422704079596,0.59375,0.40625,0.625,0.40625,0.671875,0.453125,0.640625,0.5625,0.765625,0.859375,NaN,0.625,0.75,0.5625,0.617647058823529,0.609375,0.486486486486487,0.546875,0.348837209302326,0.265625,NaN,NaN,0.368421052631579,0.535714285714286,0.306451612903226,0.515625,0.296875,0.359375,0.206349206349206,0.109375,NaN,0.625,0.59375,0.53125,0.796875,0.84375,0.75,0.609375,0.546875,0.25,64,0.859375,55,1.77111159072041e-09
TMS_behavior_116_20190221T074254.mat,116,20190221,07:42:54,young,NaN,128,0,0.230769230769231,0.5,0.333333333333333,0.0769230769230769,0.131578947368421,0.32258064516129,0.209677419354839,0.34375,0.328125,0,0.153846153846154,0.153846153846154,0.263157894736842,0.0625,0.21875,0,NaN,NaN,0,NaN,0,0,0.4,0.142857142857143,0,0.75,0,0.666666666666667,0.333333333333333,0,0.428571428571429,0.5,0,0,0,1,0.564739716704935,0.460004472031869,0.565639949214528,0.752538326574722,1.24867948265819,NaN,NaN,NaN,NaN,NaN,0.59375,0.5,0.5,0.625,0.75,NaN,NaN,NaN,NaN,NaN,NaN,0.65625,0.454545454545455,0.59375,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.523809523809524,0.461538461538462,0.32258064516129,NaN,NaN,NaN,NaN,NaN,NaN,0.65625,0.4375,0.625,0.34375,1,1,1,1,1,64,0.25,NaN,NaN,0,NaN,0.25,0.375,0.75,0.111111111111111,0.2,0.333333333333333,0.1,0.25,0.166666666666667,0.25,0.333333333333333,0.4,0,0.3,0.25,0.625,0.674101771888672,0.601434279553359,0.45284050718692,0.521297309056536,1.33276314918839,1.00766181092695,0.741447545162373,0.631163061083498,0.633555022355722,0.553119557655009,0.46875,0.5625,0.40625,0.59375,0.671875,0.71875,0.671875,0.609375,0.796875,0.71875,NaN,0.59375,0.692307692307692,0.71875,0.230769230769231,0.328125,0.48,0.34375,0.333333333333333,0.265625,NaN,NaN,0.631578947368421,0.346153846153846,0.209677419354839,0.203125,0.375,0.333333333333333,0.206349206349206,0.19047619047619,NaN,0.59375,0.53125,0.6875,0.328125,0.328125,0.359375,0.5,0.46875,0.359375,64,0.71875,46,0.000308689132033524
TMS_behavior_117_20190228T141243.mat,117,20190228,14:12:43,young,NaN,128,0.433333333333333,0.647058823529412,0.3,0.235294117647059,0.0294117647058824,0.266666666666667,0.15625,0.25,0.5625,0.53125,0.333333333333333,0.352941176470588,0.0588235294117647,0.266666666666667,0.1875,0.3125,0.6,NaN,NaN,0.125,NaN,0.5,0.5,0.2,0,0,0.375,0.166666666666667,0.5,0.25,0.6,0.714285714285714,0.571428571428571,0.125,0.833333333333333,0.5,0.5,0.48549749405197,0.377193654228506,0.488310285118644,0.550430728433184,1.07746146386535,NaN,NaN,NaN,NaN,NaN,0.53125,0.5,0.625,0.3125,0.78125,NaN,NaN,NaN,NaN,NaN,NaN,0.71875,0.555555555555556,0.65625,0.433333333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.434782608695652,0.642857142857143,0.15625,NaN,NaN,NaN,NaN,NaN,NaN,0.71875,0.5,0.625,0.5625,1,1,1,1,1,64,0.875,NaN,NaN,0.375,NaN,0.571428571428571,1,0.125,0.333333333333333,0.3,0.375,0.214285714285714,0.142857142857143,0.5,0.875,0.666666666666667,0.5,0.375,0.5,0.571428571428571,0,0.492678761935679,0.423127671695511,0.382295581312462,0.452817566937426,1.59608171210482,0.382877979559112,0.277413431379898,0.115767311673494,0.100861845670238,0.107272364681251,0.4375,0.5625,0.46875,0.5625,0.75,0.671875,0.796875,0.828125,0.828125,0.84375,NaN,0.5,0.875,0.53125,0.647058823529412,0.328125,0.0851063829787234,0.15625,0.0357142857142857,0.046875,NaN,NaN,0.625,0.433333333333333,0.25,0.222222222222222,0.140625,0.125,0.126984126984127,0.15625,NaN,0.5,0.71875,0.53125,0.53125,0.390625,0.125,0.09375,0.03125,0.015625,64,0.84375,54,9.98249105599314e-09
TMS_behavior_118_20190312T120702.mat,118,20190312,12:07:02,young,NaN,128,0.692307692307692,0.447368421052632,0.538461538461538,0.394736842105263,0.394736842105263,0.538461538461538,0.453125,0.453125,0.734375,0.609375,0.461538461538462,0.578947368421053,0.263157894736842,0.615384615384615,0.34375,0.59375,0.785714285714286,NaN,NaN,0.666666666666667,NaN,0.75,0,0.5,0.375,0.583333333333333,0.333333333333333,0.2,0.75,1,0.785714285714286,0.875,0.583333333333333,0.666666666666667,0.6,0.75,1,0.90664146408912,0.503714925888147,0.505964557860466,0.555004523986923,0.467709402059455,NaN,NaN,NaN,NaN,NaN,0.40625,0.53125,0.46875,0.6875,0.421875,NaN,NaN,NaN,NaN,NaN,NaN,0.75,0.875,0.625,0.692307692307692,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.666666666666667,0.483870967741936,0.453125,NaN,NaN,NaN,NaN,NaN,NaN,0.75,0.5,0.53125,0.734375,1,1,1,1,1,64,0.6,NaN,NaN,0.5,NaN,0.5,0.2,0.2,0.75,0.416666666666667,0.5,0.6,0.5,0.4,0.6,0.75,0.416666666666667,0.5,0.8,0.5,0.8,0.7121304188978,0.492935154444268,0.471518589297318,0.498161959018688,0.481098806188413,0.433248749469584,0.382452419968473,0.33860214578084,0.331900563133445,0.269056790227353,0.46875,0.4375,0.5625,0.5625,0.484375,0.453125,0.5625,0.484375,0.46875,0.546875,NaN,0.46875,0.705882352941177,0.5625,0.447368421052632,0.546875,0.58695652173913,0.46875,0.595744680851064,0.453125,NaN,NaN,0.5,0.423076923076923,0.453125,0.578125,0.40625,0.546875,0.53125,0.453125,NaN,0.46875,0.625,0.625,0.609375,0.75,0.796875,0.671875,0.671875,0.671875,64,0.546875,35,0.266154388013921
TMS_behavior_119_20190313T110851.mat,119,20190313,11:08:51,young,NaN,128,0.633333333333333,0.617647058823529,0.233333333333333,0.382352941176471,0.0882352941176471,0.107142857142857,0.15625,0.258064516129032,0.65625,0.625,0.2,0.529411764705882,0.0588235294117647,0.2,0.125,0.375,1,NaN,NaN,0.6,NaN,0.75,0.166666666666667,0.333333333333333,0.25,0.0833333333333333,0.4,0,0,0.166666666666667,1,0.5,0.916666666666667,0.6,0.285714285714286,0.75,0.833333333333333,0.483049315265589,0.458560221026801,0.554603678240255,0.637850033955829,1.43687767076722,NaN,NaN,NaN,NaN,NaN,0.5625,0.3125,0.6875,0.46875,0.75,NaN,NaN,NaN,NaN,NaN,NaN,0.5625,0.785714285714286,0.625,0.633333333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.470588235294118,0.448275862068966,0.15625,NaN,NaN,NaN,NaN,NaN,NaN,0.5625,0.6875,0.53125,0.65625,1,1,1,1,1,64,0.666666666666667,NaN,NaN,0.625,NaN,0.6,0.6,0.333333333333333,0.214285714285714,0,0.375,0,0.4,0.4,0.666666666666667,0.5,1,0.625,0.5,0.6,0.4,0.495213591084621,0.451758844404822,0.513666749237245,0.588163127787539,1.19706680373702,0.919332071135841,0.607065960205318,0.36786690924032,0.25082758782446,0.218953895543564,0.71875,0.59375,0.625,0.46875,0.625,0.71875,0.734375,0.9375,0.875,0.9375,NaN,0.625,0.583333333333333,0.625,0.617647058823529,0.359375,0.304347826086957,0.109375,0.103448275862069,0.0625,NaN,NaN,0.35,0.518518518518518,0.258064516129032,0.203125,0.285714285714286,0.09375,0.140625,0.0625,NaN,0.625,0.53125,0.71875,0.625,0.40625,0.421875,0.296875,0.15625,0.125,64,0.9375,60,3.66373598126302e-14
TMS_behavior_11_20180321T100906.mat,11,20180321,10:09:06,old,NaN,128,0.294117647058824,0.7,0.176470588235294,0.233333333333333,0,0,0.09375,0.109375,0.375,0.546875,0.235294117647059,0.2,0,0,0.125,0.09375,0.4,NaN,NaN,0.166666666666667,NaN,0.375,0.25,0.2,0,0,0,0,0.375,0.25,0.4,0.2,0.75,0.166666666666667,0.333333333333333,0.375,0.75,0.707892137026647,0.803850219032029,0.93199424577324,1.13481643982959,2.30297789452015,NaN,NaN,NaN,NaN,NaN,0.5,0.3125,0.625,0.65625,0.78125,NaN,NaN,NaN,NaN,NaN,NaN,0.625,0.833333333333333,0.53125,0.294117647058824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4,0.413793103448276,0.09375,NaN,NaN,NaN,NaN,NaN,NaN,0.625,0.625,0.46875,0.375,1,1,1,1,1,64,0.6,NaN,NaN,1,NaN,0.875,0.6,0.4,0,0,0,0,0.125,0.2,0.6,0.333333333333333,0.571428571428571,1,0.428571428571429,0.875,0.4,0.637128973081417,0.80582749126188,0.988606261882524,1.02863253984833,2.38124881470867,1.67194382286107,1.30461976810329,1.34584186249413,1.37391552409099,1.02280272952339,0.5,0.375,0.53125,0.4375,0.828125,0.84375,0.90625,0.9375,0.875,0.9375,NaN,0.5,0.6875,0.6875,0.7,0.34375,0.0697674418604651,0.109375,0.0847457627118644,0.015625,NaN,NaN,0.625,0.518518518518518,0.109375,0.140625,0.125,0.09375,0.109375,0.046875,NaN,0.5,0.59375,0.59375,0.546875,0.140625,0.15625,0.0625,0.09375,0.0625,64,0.9375,60,3.66373598126302e-14
TMS_behavior_120_20190313T130704.mat,120,20190313,13:07:04,young,NaN,128,0.566666666666667,0.676470588235294,0.0333333333333333,0.0882352941176471,0,0.0357142857142857,0.015625,0.0645161290322581,0.546875,0.515625,0.0666666666666667,0.0588235294117647,0,0.133333333333333,0.03125,0.09375,0.5,NaN,NaN,0.666666666666667,NaN,0.583333333333333,0.5,0,0,0,0,0,0.0833333333333333,0,0.5,0.333333333333333,1,0.666666666666667,0.428571428571429,0.583333333333333,0.5,0.434848015251418,0.370713005802145,0.462147524615602,0.567405455276685,1.68879435858003,NaN,NaN,NaN,NaN,NaN,0.5,0.46875,0.59375,0.40625,0.796875,NaN,NaN,NaN,NaN,NaN,NaN,0.53125,0.866666666666667,0.59375,0.566666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.375,0.620689655172414,0.015625,NaN,NaN,NaN,NaN,NaN,NaN,0.53125,0.625,0.5625,0.546875,1,1,1,1,1,64,0.428571428571429,NaN,NaN,0.5,NaN,1,1,0,0,0,0.166666666666667,0.1,0,0.333333333333333,0.428571428571429,0.333333333333333,0.785714285714286,0.5,0.3,1,0,0.434232127577161,0.369878490852443,0.453957425015915,0.475587525738774,2.34583432217687,0.289910839401955,0.13191926484501,0.111576908183906,0.138941144183946,0.212674028906577,0.59375,0.40625,0.625,0.40625,0.734375,0.78125,0.796875,0.796875,0.796875,0.796875,NaN,0.625,0.75,0.5625,0.676470588235294,0.375,0,0,0,0,NaN,NaN,0.4,0.586206896551724,0.0645161290322581,0.09375,0.046875,0.0634920634920635,0.0625,0.046875,NaN,0.625,0.59375,0.53125,0.515625,0.078125,0.015625,0,0,0,64,0.796875,51,9.40481078126609e-07
TMS_behavior_121_20190314T083819.mat,121,20190314,08:38:19,young,NaN,128,0.441176470588235,0.866666666666667,0.0882352941176471,0.133333333333333,0,0.0588235294117647,0.046875,0.09375,0.609375,0.53125,0.0588235294117647,0.133333333333333,0,0.117647058823529,0.03125,0.125,0.666666666666667,NaN,NaN,0.5,NaN,0.5,0.3125,0,0,0,0,0,0,0.1875,0.666666666666667,0.5,0.833333333333333,0.5,0.4,0.5,0.6875,0.860150647344199,0.79803230296875,0.767035182374457,1.00050018706315,1.32793374339053,NaN,NaN,NaN,NaN,NaN,0.53125,0.3125,0.53125,0.59375,0.796875,NaN,NaN,NaN,NaN,NaN,NaN,0.53125,0.466666666666667,0.71875,0.441176470588235,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.529411764705882,0.5,0.046875,NaN,NaN,NaN,NaN,NaN,NaN,0.53125,0.53125,0.625,0.609375,1,1,1,1,1,64,0.833333333333333,NaN,NaN,1,NaN,0.75,0.857142857142857,0.5,0,0.166666666666667,0,0,0.25,0,0.833333333333333,0.428571428571429,0.333333333333333,1,1,0.75,0.142857142857143,0.742845140342979,0.697715872202934,0.723511401234646,0.907077379609746,1.5629150356699,1.49862951564,1.60644754724808,1.40500540959147,1.40360607115645,0.866639607641901,0.4375,0.53125,0.375,0.5,0.8125,0.796875,0.75,0.59375,0.734375,0.8125,NaN,0.59375,0.461538461538462,0.75,0.866666666666667,0.421875,0.27027027027027,0.4375,0.191489361702128,0.0625,NaN,NaN,0.666666666666667,0.409090909090909,0.09375,0.109375,0.174603174603175,0.328125,0.203125,0.09375,NaN,0.59375,0.46875,0.6875,0.53125,0.171875,0.296875,0.46875,0.453125,0.171875,64,0.8125,52,2.28330534923771e-07
TMS_behavior_122_20190314T121730.mat,122,20190314,12:17:30,young,NaN,128,0.529411764705882,0.5,0.176470588235294,0.3,0.107142857142857,0.323529411764706,0.145161290322581,0.3125,0.53125,0.71875,0.235294117647059,0.2,0.133333333333333,0.294117647058824,0.1875,0.25,0.875,NaN,NaN,0.375,NaN,0.5,0.5,0.125,0,0.166666666666667,0.125,0.166666666666667,0.5,0,0.875,0.4,0.833333333333333,0.375,0.5,0.5,0.5,0.509841430969118,0.488250331125073,0.533042901468434,0.562657286234298,0.781545925078717,NaN,NaN,NaN,NaN,NaN,0.625,0.375,0.53125,0.5625,0.75,NaN,NaN,NaN,NaN,NaN,NaN,0.625,0.833333333333333,0.53125,0.529411764705882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4,0.413793103448276,0.145161290322581,NaN,NaN,NaN,NaN,NaN,NaN,0.625,0.65625,0.40625,0.53125,1,1,1,1,1,64,0.5,NaN,NaN,0.375,NaN,0.833333333333333,0,0.5,0,0.363636363636364,0.375,0.5,0.166666666666667,0.333333333333333,0.5,0.666666666666667,0.818181818181818,0.375,0.5,0.833333333333333,1,0.457724111314747,0.384230300999207,0.436345589297162,0.475874386217129,0.772094172610196,0.688297674656496,0.413651169639252,0.326353075658517,0.307692449309798,0.32541492683049,0.34375,0.59375,0.53125,0.625,0.59375,0.703125,0.84375,0.828125,0.796875,0.828125,NaN,0.625,0.75,0.625,0.5,0.40625,0.186046511627907,0.109375,0.0689655172413793,0.03125,NaN,NaN,0.421052631578947,0.413793103448276,0.3125,0.25,0.09375,0.0793650793650794,0.125,0.109375,NaN,0.625,0.75,0.71875,0.71875,0.390625,0.234375,0.078125,0.09375,0.0625,64,0.828125,53,5.02928991785723e-08
TMS_behavior_123_20190315T120525.mat,123,20190315,12:05:25,young,NaN,128,0.65625,0.40625,0.34375,0.5,0.25,0.3125,0.296875,0.403225806451613,0.640625,0.546875,0.4375,0.4375,0.25,0.375,0.34375,0.40625,0.625,NaN,NaN,0.75,NaN,0.75,0.5,0.375,0.142857142857143,0.3,0.25,0.375,0.25,0.5,0.625,0.571428571428571,0.5,0.75,0.875,0.75,0.5,0.397705186550411,0.357635269532693,0.401128504766348,0.492213000637094,0.821223455019208,NaN,NaN,NaN,NaN,NaN,0.46875,0.40625,0.5625,0.4375,0.671875,NaN,NaN,NaN,NaN,NaN,NaN,0.75,0.75,0.5625,0.65625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.541666666666667,0.633333333333333,0.296875,NaN,NaN,NaN,NaN,NaN,NaN,0.75,0.46875,0.5,0.640625,1,1,1,1,1,64,0.375,NaN,NaN,0.3,NaN,0.5,0.5,0.5,0.285714285714286,0.2,0.5,0.5,0.5,0.5,0.375,0.857142857142857,0.6,0.3,0.5,0.5,0.5,0.423679928951969,0.386058470035096,0.422099779034397,0.450864810280109,0.544325095009299,0.468417568516998,0.392558843291226,0.2794261471563,0.263505645222722,0.286253797546124,0.5,0.59375,0.5625,0.46875,0.578125,0.578125,0.65625,0.703125,0.703125,0.703125,NaN,0.65625,0.818181818181818,0.5625,0.40625,0.421875,0.333333333333333,0.3125,0.18,0.203125,NaN,NaN,0.428571428571429,0.586206896551724,0.403225806451613,0.396825396825397,0.25,0.296875,0.3125,0.3125,NaN,0.65625,0.59375,0.59375,0.546875,0.375,0.296875,0.234375,0.28125,0.21875,64,0.703125,45,0.000781394672414004
TMS_behavior_124_20190318T110934.mat,124,20190318,11:09:34,young,NaN,128,0.588235294117647,0.5,0.21875,0.285714285714286,0.3,0.147058823529412,0.258064516129032,0.209677419354839,0.515625,0.75,0.352941176470588,0.333333333333333,0.333333333333333,0.176470588235294,0.34375,0.25,0.583333333333333,NaN,NaN,0.4,NaN,0.5,1,0.25,0.388888888888889,0,0.4,0.333333333333333,0,0,0.583333333333333,0.611111111111111,0.666666666666667,0.4,0.666666666666667,0.5,0,0.807367144459931,0.607292488053645,0.798241144410895,0.726405111342501,1.38211901164232,NaN,NaN,NaN,NaN,NaN,0.59375,0.375,0.375,0.5,0.703125,NaN,NaN,NaN,NaN,NaN,NaN,0.71875,0.666666666666667,0.5625,0.588235294117647,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.545454545454545,0.428571428571429,0.258064516129032,NaN,NaN,NaN,NaN,NaN,NaN,0.71875,0.4375,0.5625,0.515625,1,1,1,1,1,64,0.875,NaN,NaN,0.375,NaN,0.833333333333333,0,0.125,0.0714285714285714,0.5,0.375,0.0714285714285714,0,0.5,0.875,0.785714285714286,0.833333333333333,0.375,0.642857142857143,0.833333333333333,1,0.884279144672291,0.690005480515538,0.739959167623965,0.69234519967813,1.33897104726748,1.12972269128295,0.973474294233711,0.857385472160786,0.803265877607373,0.639896722762387,0.5,0.5,0.53125,0.3125,0.75,0.65625,0.59375,0.53125,0.5625,0.640625,NaN,0.5625,0.714285714285714,0.65625,0.5,0.453125,0.441860465116279,0.421875,0.46,0.40625,NaN,NaN,0.555555555555556,0.555555555555556,0.209677419354839,0.3125,0.396825396825397,0.4375,0.375,0.3125,NaN,0.5625,0.53125,0.53125,0.75,0.34375,0.40625,0.5,0.53125,0.453125,64,0.640625,41,0.0163828795494116
TMS_behavior_125_20190319T090637.mat,125,20190319,09:06:37,young,NaN,128,0.34375,0.4375,0.15625,0.0625,0,0,0.078125,0.03125,0.390625,0.5625,0.0625,0.125,0,0,0.03125,0.0625,0,NaN,NaN,0.5,NaN,0.285714285714286,0.833333333333333,0.25,0,0,0.5,0,0,0.166666666666667,0,0.5,0.75,0.5,0.5,0.285714285714286,0.166666666666667,0.526613009005814,0.477077765914146,0.536635224814745,0.675495213292379,1.45490146221528,NaN,NaN,NaN,NaN,NaN,0.5,0.5625,0.46875,0.46875,0.859375,NaN,NaN,NaN,NaN,NaN,NaN,0.4375,0.833333333333333,0.59375,0.34375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.357142857142857,0.571428571428571,0.078125,NaN,NaN,NaN,NaN,NaN,NaN,0.4375,0.65625,0.5625,0.390625,1,1,1,1,1,64,0.333333333333333,NaN,NaN,0.25,NaN,0.5,0.75,0,0,0,0,0,0.0714285714285714,0.25,0.333333333333333,0.833333333333333,0.714285714285714,0.25,0.666666666666667,0.5,0.25,0.551988497441926,0.5077234413111,0.547316881573352,0.637893730314318,1.40167039810149,1.07299089217122,1.1377386754757,0.92419366069953,0.718623229289733,0.537916197670711,0.4375,0.4375,0.59375,0.46875,0.875,0.8125,0.84375,0.890625,0.90625,0.890625,NaN,0.625,0.833333333333333,0.5625,0.4375,0.3125,0.24,0.203125,0.0555555555555556,0.03125,NaN,NaN,0.263157894736842,0.586206896551724,0.03125,0.174603174603175,0.171875,0.0625,0.109375,0.078125,NaN,0.625,0.65625,0.6875,0.5625,0.1875,0.21875,0.109375,0.078125,0.046875,64,0.890625,57,3.81905618240808e-11
